# angle (deg), sin(angle) * angle / 8
4.768948247078463964e+02,7.767987654786563390e-01
4.783973288814690932e+02,9.138213042762972638e-01
4.798998330550917899e+02,8.759680722883971260e-01
4.814023372287144866e+02,7.894834197329270165e-01
4.829048414023371834e+02,7.975091824429894061e-01
4.844073455759598801e+02,6.983986236941834846e-01
4.859098497495825768e+02,6.623267895373046166e-01
4.874123539232052735e+02,7.967791247465072502e-01
4.889148580968279703e+02,6.363467992497480186e-01
4.904173622704506670e+02,8.010860220401003762e-01
4.919198664440733637e+02,7.218293161685211956e-01
4.934223706176960604e+02,5.885047514791248435e-01
4.949248747913188140e+02,6.269347855110403156e-01
4.964273789649415107e+02,6.257934587411511096e-01
4.979298831385642075e+02,5.942196082883011155e-01
4.994323873121869042e+02,6.484183457829624242e-01
5.009348914858097146e+02,5.405062354885525888e-01
5.024373956594324113e+02,5.882341987545596229e-01
5.039398998330551080e+02,5.397916232160213656e-01
5.054424040066778048e+02,4.910492843540132379e-01
5.069449081803005015e+02,4.520996106943390713e-01
5.084474123539231982e+02,4.574537696889501848e-01
5.099499165275458950e+02,4.146202894347323364e-01
5.114524207011685917e+02,4.832705392872814198e-01
5.129549248747913452e+02,4.011380347549957093e-01
5.144574290484140420e+02,3.827807561066481346e-01
5.159599332220367387e+02,3.995701491994983479e-01
5.174624373956594354e+02,3.693840432605362545e-01
5.189649415692821321e+02,2.169511951748482881e-01
5.204674457429048289e+02,2.873831722900953012e-01
5.219699499165275256e+02,3.271165094961726028e-01
5.234724540901502223e+02,1.660782997836643959e-01
5.249749582637729191e+02,1.900632032459558807e-01
5.264774624373956158e+02,2.659176162944258959e-01
5.279799666110183125e+02,9.027663932864898877e-02
5.294824707846410092e+02,1.186255139554186488e-01
5.309849749582637060e+02,1.312974299694961711e-01
5.324874791318864027e+02,-6.737921043683536837e-04
5.339899833055090994e+02,-4.962973137844717275e-03
5.354924874791317961e+02,-7.035164161117196668e-02
5.369949916527544929e+02,4.627118368012822502e-02
5.384974958263773033e+02,-1.116155381403818592e-01
5.400000000000000000e+02,-8.751906689304719822e-02
